id ,number,rond,stock,daemi,link,price
1184,09193050100,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423738,18000000
1185,09122169232,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423282,19500000
1186,09122058221,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423283,16500000
1187,09125834191,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423290,8000000
1188,09121907623,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=420280,28000000
1189,09123862352,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420281,10500000
1190,09126880757,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421046,6500000
1191,09126667686,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=421047,120000000
1192,09123294181,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=402453,16000000
1193,09124214244,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=415086,16800000
1194,09127206378,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=387849,5000000
1195,09120086005,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=370708,25500000
1196,09121040138,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=411588,62000000
1197,09123333110,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=406047,300000000
1198,09121777573,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=409283,110000000
1199,09126356468,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423292,7000000
1200,09122586138,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423284,14000000
1201,09123689927,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423285,9000000
1202,09129682504,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423309,3680000
1203,09121260527,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423280,36500000
1204,09121364537,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423281,32500000
1205,09124860353,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423287,8300000
1206,09129682513,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423314,3680000
1207,09127086735,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424038,4500000
1208,09128915772,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=424039,4000000
1209,09120227921,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421083,3950000
1210,09120227923,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421084,3950000
1211,09120445696,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421072,4150000
1212,09120449828,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421073,4150000
1213,09127206198,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=387851,5000000
1214,09124215867,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=393372,7500000
1215,09120499859,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420051,4300000
1216,09120476214,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420076,3750000
1217,09125367905,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419952,6700000
1218,09128479523,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419978,4700000
1219,09128479549,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419979,4700000
1220,09120522519,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420037,4500000
1221,09120385257,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420017,4500000
1222,09120855141,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420018,4500000
1223,09120477678,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=420014,4500000
1224,09120477679,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420015,4500000
1225,09129682587,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420009,3900000
1226,09129537965,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420001,4000000
1227,09129537983,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420002,4000000
1228,09120499848,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420022,4500000
1229,09120499858,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420023,4500000
1230,09120499868,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420024,4500000
1231,09120522508,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=420030,4500000
1232,09120522509,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=420031,4500000
1233,09120438727,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420032,4500000
1234,09120499846,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420079,3750000
1235,09120522561,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420052,4300000
1236,09120085879,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420041,4400000
1237,09120085892,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420042,4400000
1238,09120085893,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420043,4400000
1239,09120085894,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420044,4400000
1240,09120085897,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420046,4400000
1241,09120478616,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420047,4400000
1242,09120499529,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420048,4300000
1243,09120477687,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420049,4300000
1244,09120477697,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420050,4300000
1245,09120522578,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420059,4300000
1246,09120522579,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420060,4300000
1247,09120463476,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420093,3750000
1248,09120463457,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420094,3750000
1249,09120463458,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420095,3750000
1250,09120499857,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420082,3750000
1251,09120499863,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420083,3750000
1252,09120522497,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420071,3750000
1253,09129672531,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420004,4000000
1254,09129672532,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420005,4000000
1255,09129672539,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=420006,4000000
1256,09129217655,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419999,4200000
1257,09129537976,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419985,4900000
1258,09129589691,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419986,4700000
1259,09129642868,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419987,4700000
1260,09129642878,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419988,4700000
1261,09129619232,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419989,4700000
1262,09129619242,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419990,4700000
1263,09129732993,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419994,4700000
1264,09151134449,1,0,1,https://www.mobile.ir/simcard/details.aspx?id=424262,14440000
1265,09353453003,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=424263,1000000
1266,09389996543,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=424264,1000000
1271,09182525258,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=283497,15000000
1272,09182424248,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267190,15000000
1273,09182626026,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267084,10350000
1274,09172737479,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=420938,10350000
1275,09140240340,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267085,10350000
1276,09115200500,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267193,10350000
1277,09100888810,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267072,10350000
1278,09197091091,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=347121,7900000
1279,09160560916,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=378284,2200000
1280,09102850910,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=394555,2200000
1281,09102650910,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=403006,1690000
1282,09102670910,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267212,1690000
1283,09102680910,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267213,1690000
1285,09309307456,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389125,150000
1286,09309305789,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389128,150000
1287,09309304678,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389130,150000
1288,09309302567,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389132,150000
1289,09309301789,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389142,150000
1290,09358847070,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=389161,550000
1291,09352440943,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389192,50000
1292,09352440946,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389193,50000
1293,09352440947,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389194,50000
1294,09352440942,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389196,50000
1295,09352440929,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389198,75000
1296,09352440926,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=389199,50000
1297,09123881643,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423470,10000000
1298,09122962591,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=423471,12950000
1299,09921518385,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423472,150000
1300,09122845936,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423261,12850000
1301,09124791481,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423036,6650000
1302,09124593896,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=423038,6950000
1304,09100602090,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267223,1500000
1306,09100608030,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267230,1500000
1309,09100604090,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=359558,1500000
1310,09100602050,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267225,1500000
1313,09100602080,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411954,1500000
1314,09100604080,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267231,1500000
1315,09100888876,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267207,1200000
1316,09107480910,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=378286,1200000
1317,09164530916,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=347879,1200000
1320,09108404046,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267244,500000
1321,09108404049,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267246,500000
1322,09108535355,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267247,500000
1323,09108599909,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267262,500000
1324,09108498100,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=267239,250000
1325,09108493900,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267238,250000
1326,09108535200,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267240,250000
1327,09108599919,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267264,200000
1328,09108601387,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=267267,200000
1329,09108601396,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=267270,200000
1330,09108601397,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=347122,200000
1334,09134496656,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=419767,520000
1337,09901955585,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397183,99000
1338,09136809559,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397161,150000
1339,09117785833,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419711,120000
1340,09133885861,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419751,390000
1341,09133885862,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419752,390000
1342,09133885863,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419753,390000
1343,09133885864,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419754,390000
1344,09133885865,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419755,390000
1345,09133885867,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419756,390000
1346,09133885869,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419757,390000
1347,09130880157,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419721,85000
1348,09130921972,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419722,85000
1349,09130069526,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419741,120000
1350,09103989692,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419695,120000
1351,09103989693,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419696,120000
1352,09103989694,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419697,190000
1353,09103967602,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419698,55000
1354,09103967603,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419699,55000
1355,09103967604,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419700,55000
1356,09103967613,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419701,55000
1357,09103967614,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419702,55000
1358,09103967617,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419703,55000
1359,09103967618,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419704,55000
1360,09103967623,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419705,55000
1379,09126447787,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=100191,35000000
1381,09901955594,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397178,75000
1382,09901955596,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397179,75000
1383,09901955589,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=397184,44000
1384,09369670029,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=386016,49000
1385,09369669752,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=386007,29000
1386,09369670054,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=386014,49000
1387,09103967625,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419706,55000
1388,09130880142,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419713,85000
1389,09130880129,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419714,85000
1390,09130880146,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419715,85000
1391,09130880149,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419716,85000
1392,09130880152,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419717,85000
1393,09130880153,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419718,85000
1394,09130880154,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419719,85000
1395,09103989690,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419692,120000
1396,09103989699,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419693,150000
1397,09133885842,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419745,390000
1398,09133885843,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419746,390000
1399,09133885845,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419747,390000
1400,09133885846,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419748,390000
1401,09133885847,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419749,390000
1402,09133885873,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419758,390000
1403,09117786080,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419710,150000
1404,09133391446,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419764,390000
1405,09133885875,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=419760,390000
1406,09164510013,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419583,75000
1407,09164510014,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419584,75000
1408,09164510023,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419585,70000
1409,09904787009,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417633,90000
1410,09900578700,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417635,90000
1411,09900527900,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417636,90000
1412,09172910565,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=420833,75000
1413,09170018265,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=420772,65000
1414,09172207029,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420784,100000
1415,09172208013,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420785,100000
1416,09219725600,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415261,35000
1417,09214351007,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415252,35000
1418,09214351009,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415253,35000
1419,09214356001,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415254,35000
1420,09214357003,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415255,35000
1421,09223718400,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415329,35000
1422,09221427005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415289,35000
1423,09909168007,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417614,90000
1424,09909168005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417615,90000
1425,09019190922,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=416957,120000
1426,09164500767,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419576,80000
1427,09164500769,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=419577,70000
1428,09164500771,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419578,75000
1429,09164500774,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419579,75000
1430,09164500776,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=419580,75000
1431,09174900557,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=418205,110000
1432,09019190550,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=416956,120000
1433,09909217900,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417604,90000
1434,09909217100,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417605,90000
1435,09909627900,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417597,90000
1436,09909212600,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417611,90000
1437,09909215600,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417608,90000
1438,09909214900,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417609,90000
1439,09909167008,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417618,90000
1440,09909167004,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417619,90000
1441,09909165004,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417622,90000
1442,09909167002,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417625,90000
1443,09909164001,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417626,90000
1444,09900315400,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=417637,90000
1445,09906413200,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=417632,90000
1446,09176200883,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420788,110000
1447,09175362050,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=420790,135000
1448,09164456009,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420662,120000
1449,09177384348,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=421137,55000
1450,09165799694,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=422055,50000
1451,09165810600,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=422043,120000
1452,09165398002,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415416,120000
1453,09165932100,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415400,120000
1454,09221426008,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415282,35000
1455,09221425009,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=415273,35000
1456,09329292929,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=267034,340000000
1458,09357353235,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423422,500000
1459,09356251025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423959,450000
1460,09351354025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423960,400000
1461,09356252025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423961,500000
1462,09354356535,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423962,500000
1463,09357356535,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423963,500000
1464,09356356735,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423965,450000
1465,09357652535,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423966,450000
1466,09358652535,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423967,450000
1467,09355352325,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423968,450000
1468,09357352325,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423969,450000
1469,09357353025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423970,450000
1470,09351352125,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423971,450000
1471,09351454645,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423972,500000
1472,09355352025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423973,500000
1473,09355351635,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423974,450000
1474,09355253025,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423975,450000
1475,09358451005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423976,550000
1476,09351355800,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423977,650000
1477,09351459045,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423978,350000
1478,09229139001,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423350,300000
1479,09911234510,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=422652,5000000
1480,09129918778,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421792,6500000
1481,09129924334,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421793,5700000
1482,09140066030,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420933,700000
1483,09140066090,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=420935,700000
1484,09124044317,0,0,1,https://www.mobile.ir/simcard/details.aspx?id=419609,9950000
1485,09100552727,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=224849,600000
1486,09203009898,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=346604,2500000
1487,09021031003,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=354351,6500000
1488,09021041004,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=354352,6500000
1489,09916363630,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=355714,5000000
1490,09902300094,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=338881,400000
1491,09901101018,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=386591,2200000
1492,09101111103,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=375347,185000000
1493,09101666610,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=375748,2500000
1494,09101107009,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=365236,7000000
1495,09212061700,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=361188,500000
1496,09906100026,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=357052,350000
1497,09906100024,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=357057,350000
1498,09198400057,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411555,2200000
1499,09354400077,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=410543,10000000
1500,09904772177,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=410743,330000
1501,09195900038,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411045,2200000
1502,09198916400,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=402083,390000
1503,09195400068,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=411042,2200000
1504,09906100046,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=358170,350000
1505,09906100052,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=358174,350000
1506,09101111104,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=367260,185000000
1507,09198200074,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=355726,2200000
1508,09902300057,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=315860,400000
1509,09100130808,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=224861,600000
1510,09104222262,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=246267,4000000
1511,09101105006,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=103222,7000000
1512,09191110600,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=98987,33000000
1513,09101107900,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=103243,7000000
1514,09101108005,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=103244,7000000
1515,09101108009,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=103246,7000000
1516,09101108600,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=103248,7000000
1517,09104400041,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=53729,8000000
1518,09101103900,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=99687,7000000
1519,09101105700,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=99692,7000000
1520,09119090900,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=107750,90000000
1521,09100115454,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=212755,600000
1522,09229139002,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423351,300000
1523,09229139003,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=423352,300000
1524,09229139004,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423353,300000
1525,09229139005,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423354,300000
1526,09229139006,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=423355,300000
1527,09354291999,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=105062,500000
1528,09354291666,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=114564,500000
1529,09113839029,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=365382,5000000
1550,09129684136,0,1,1,https://www.mobile.ir/simcard/details.aspx?id=421946,3900000
1563,09129985551,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421929,6700000
1564,09129985557,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421930,6700000
1565,09129956661,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421931,6700000
1566,09129986664,1,1,1,https://www.mobile.ir/simcard/details.aspx?id=421932,6700000
1580,09116763070,1,1,0,https://www.mobile.ir/simcard/details.aspx?id=424410,119000
1581,09116735070,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424411,119000
1582,09114762070,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424412,119000
1583,09015959461,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424414,55000
1584,09925320922,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424377,44000
1585,09925320921,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424378,44000
1586,09925320920,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424379,44000
1587,09925320919,0,1,0,https://www.mobile.ir/simcard/details.aspx?id=424380,44000
